source_global_identifier,destination_global_identifier,rel_type,rel_properties $
mapping__John Rosenthal,mapping__f499af5e79b631a0f0fc6fdfb8eb9829,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Rosenthal,mapping__9a045c2a36a8f5fb90952afafdcb605e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Rost,mapping__https://en.wikipedia.org/wiki/Crown_Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Rost,mapping__51e32d5313f2303e5580d7b7040dcec7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Rost,mapping__44d0f850137410aad693aed4ddcec7d0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John S. Shiely,mapping__https://en.wikipedia.org/wiki/Oshkosh_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John S. Shiely,mapping__520fcf534f40ac5ccfa8fac51f0e893b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John S. Shiely,mapping__6ea9c7851471ad1801e5b4bf94d30709,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Selldorff,KP__d8675dfaf54412a6f648d3b5e84d538f,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Selldorff,mapping__e50bf9e033b3472a54c68ee2943d43b2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Selldorff,mapping__b64efcfd5385c08e1984ddda241467db,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Shatkus,mapping__https://en.wikipedia.org/wiki/Reliance_Steel_&_Aluminum_Co.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Shatkus,mapping__99245ca971f9b40394afe4d0cbb8374d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Shatkus,mapping__8ece4b352da5561de15aa0fbe1270a88,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Sibley,KP__40140f346cf174b3b09f19225253dc02,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Sibley,mapping__063976ac0b9870548092164c6763ce7a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Sibley,mapping__78c507919de0b12f42b16436016fd798,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Slusher,"mapping__https://en.wikipedia.org/wiki/Nike,_Inc.",ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Slusher,mapping__3b79dbe57fc6a64d2955e24d92f5da25,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Slusher,mapping__a6c739ea661d77ef94f76fd6a1d4c204,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Slyconish,mapping__https://en.wikipedia.org/wiki/State_Street_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Slyconish,mapping__425257c54380246b74e4fa5599e3b2d3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Slyconish,mapping__7954a6b7c72050ec0d8a79e36acee155,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Soderberg,mapping__https://en.wikipedia.org/wiki/Fastenal,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Soderberg,mapping__419ffff829bc71a8b28ed4b5d201193a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Soderberg,mapping__c8a4356e5d78cdff67c06edc06a0a627,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Soupene,mapping__https://en.wikipedia.org/wiki/Casey's,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Soupene,mapping__bd403ebfb5afadbc6832148226b65996,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Soupene,mapping__0eeb07c176fa0033ca0d80b570e4d77f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Stanhope,mapping__https://en.wikipedia.org/wiki/AGL_Energy,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Stanhope,mapping__6da4e7cac1a2ac952c58ed4998ea729b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Stanhope,mapping__0174277e1f06e33bb89b3b3b62d4f58e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Steele,mapping__https://en.wikipedia.org/wiki/Johnson_Controls,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Steele,mapping__346965979d7ef4cdc8120a22276ec073,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Steele,mapping__71345a163ab557137eaeff1f39afe6fe,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Stewart,mapping__https://en.wikipedia.org/wiki/Server-sent_events,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Stewart,mapping__023e75bd7ea396ab6501b1b005744b06,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Stewart,mapping__3499b4032e14f0ee7d68e9527f26d8b2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Stone,mapping__https://en.wikipedia.org/wiki/Amkor_Technology,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Stone,mapping__ccb4b4f2a0b509357202d0f4c31c9d6c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Stone,mapping__13783c78cbb0e1d22a1196ab2a14de69,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Stuckey,mapping__https://en.wikipedia.org/wiki/CarMax,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Stuckey,mapping__014a643da0254a9d1ebafbea90407c9f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Stuckey,mapping__c40cea008a18a39aff87552abb48cfce,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Sult,KP__460e0cebca1c68decc98142adf563ab0,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""board member""}"
mapping__John Sult,mapping__4be8837dcf190c14a2cbc29994fd33cf,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Sult,mapping__8f4b28b766c12373986f81736f8e8f12,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John T. Baldwin,mapping__https://en.wikipedia.org/wiki/Cleveland-Cliffs,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John T. Baldwin,mapping__19b4ee423d6e5ec9517245532820bff5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John T. Baldwin,mapping__bd441288e3037c2c75bebab562a90e35,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John T. Clark,mapping__https://en.wikipedia.org/wiki/Avnet,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John T. Clark,mapping__11d4cabc35bb9495221233eacf8597ae,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John T. Clark,mapping__18dfaf5eda6cab6f5a6c9a7de108c807,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John T. Harper,mapping__https://en.wikipedia.org/wiki/Macy's,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John T. Harper,mapping__777b636fd3b3e4db7862623160440992,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John T. Harper,mapping__56d049943cef76dc54297bf0b5d9beb4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Thielke,mapping__https://en.wikipedia.org/wiki/Konica_Minolta,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Thielke,mapping__8bc51cb1e3a20e64fced5eff32b9ec54,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Thielke,mapping__f760325d545a671bcb659288e327c3a4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Thuestad,mapping__https://en.wikipedia.org/wiki/Yara_International,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Thuestad,mapping__26cb403a4db5ae7c5b5907535b4c7c9a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Thuestad,mapping__585c4c5ade71ed4040f76894c1826cb5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Torrie,mapping__https://en.wikipedia.org/wiki/Sopra_Steria,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__John Torrie,mapping__66d9bb03d3e9d2cd8af952b8d30b340c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Torrie,mapping__27d33fb89608025f1466fb8682fc2b6a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Trimble,mapping__https://en.wikipedia.org/wiki/Sirius_XM,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Trimble,mapping__05cd72a88117d577fd5a70bd6fa65a11,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Trimble,mapping__45033ddd5377c950cd307de2ea783d16,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John V. Roos,mapping__https://en.wikipedia.org/wiki/Rakuten,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John V. Roos,mapping__d28c74c8cedc93bcc1d1dcbc6054064f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John V. Roos,mapping__43655b06d0914f179fe2750fa8a6a1bb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Varnell,mapping__https://en.wikipedia.org/wiki/Fairfax_Financial,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Varnell,mapping__a80f5b72a8ffbbb1cb5a726df5512597,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Varnell,mapping__499313fde4dd4522322df1771e1d6f9d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Vollaro,mapping__https://en.wikipedia.org/wiki/Arch_Capital_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Vollaro,mapping__2c85ae5839d779c8fe8f171907ac52fd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Vollaro,mapping__6ee0e34b3f46ef8af8a2145e78999792,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John W. Howard,mapping__https://en.wikipedia.org/wiki/United_Natural_Foods,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John W. Howard,mapping__abacf06bd32bd77116ce818da0ad7af9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John W. Howard,mapping__a48966928b89e7e2bf8a4c81ac3b59bc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John W. Rauber Jr.,mapping__https://en.wikipedia.org/wiki/John_Deere,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John W. Rauber Jr.,mapping__81ea066b9e6b12aba3eca6613ce155ff,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John W. Rauber Jr.,mapping__04130122a1e4d5e0cfb6effd7160634d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Walker,KP__fK0gNHr1nk5anqY5m6tLvU,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Walker,mapping__86714e6663da11a73943fe3220ae0b46,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Walker,mapping__ec281f0310e723d8aa5ff9e994497f5c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Walsh Jr.,mapping__https://en.wikipedia.org/wiki/UGI_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Walsh Jr.,mapping__2d5f9defad943c923ffefe7823cedc22,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Walsh Jr.,mapping__cf3b22cc7187bcffc2b05a9c6b960b89,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Walsh Jr.,mapping__ab7bbc1c8255e50a09edba8e8a4af697,NAMEVARIANT,"{""from"":""external""}"
mapping__John Weber,mapping__https://en.wikipedia.org/wiki/Wolters_Kluwer,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Weber,mapping__0ebb8f65bf5fc57e0fc2ea70c8cc4955,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Weber,mapping__182874175050fe34da5dd213d3a92f84,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Werner,mapping__https://en.wikipedia.org/wiki/Schreiber_Foods,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Werner,mapping__fee2257a2d74cd78bbe8bf7f9017a8da,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Werner,mapping__87cfd8d9ec465a0d0159d9926ce69784,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Westerfield,mapping__https://en.wikipedia.org/wiki/Mitsui_Fudosan,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Westerfield,mapping__177b8df703035137aee424d2e06fb75a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Westerfield,mapping__a3a1b11dbb9704538a15190a000b3363,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John William Ryan,mapping__https://en.wikipedia.org/wiki/Indofood,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John William Ryan,mapping__5255ff3c1915454f18b92f740509e37a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John William Ryan,mapping__f84bbd75110d685a77d0d7f7d12b0dca,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Winstel,mapping__https://en.wikipedia.org/wiki/DaVita_Inc.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Winstel,mapping__45336905424477aad7db1cd44284932e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Winstel,mapping__a78c7f49d606c3b2a0b581f7106d1d88,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Witt,mapping__https://en.wikipedia.org/wiki/Jardine_Matheson,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Witt,mapping__49e1484b16d9e71ee4344536cead8e4e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Witt,mapping__63bc053cd55303491407f0183ae092d7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Witt,mapping__4270866681147a8b45118974617a6dc8,NAMEVARIANT,"{""from"":""external""}"
mapping__John Wittig,mapping__https://en.wikipedia.org/wiki/Southern_Glazer's_Wine_and_Spirits,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Wittig,mapping__a1042e7ca5d7af068b12ed070f8373d9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Wittig,mapping__76ba959e9be091266b664cfe98392264,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Wright,mapping__https://en.wikipedia.org/wiki/Patterson_Companies,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Wright,mapping__93241fdaf1dc7aa43620c93b85cad639,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Wright,mapping__8f802930894edfc4211a5e78b49eebab,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Zecca,mapping__https://en.wikipedia.org/wiki/Nasdaq,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Zecca,mapping__39713a6651e61a6b0f517c1b75f21313,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Zecca,mapping__d33aab8ba4f6d4a81385a818511cfbc4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/John_Zeigler,KP__b879a4247d22d0fffaf56c62ca0a4cc0,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__https://en.wikipedia.org/wiki/John_Zeigler,mapping__602d80340ec138c4510ccf4c81b1a927,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/John_Zeigler,mapping__18b2572105a3ac8d161b911aa9b33d4e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Zhang,KP__28ff220341de5b3a7a2547c9b40f3365,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Zhang,mapping__16cac4cdd72b37020be948bb33473fa7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Zhang,mapping__82d663d254f8bb35354b9795c498ec9a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Zhang,mapping__eb513d6385bbff4f2db2c03849b2b213,NAMEVARIANT,"{""from"":""external""}"
mapping__John Zillmer,mapping__https://en.wikipedia.org/wiki/Zurich_Insurance_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__John Zillmer,mapping__9eb83fdf0eb2ee7df00ca317b7e37fb2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__John Zillmer,mapping__ba4395745bb79161b0dde565e468a632,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Johnny_Morris_(businessman),KP__49c32e07aa50ea4888967374cb385314,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__https://en.wikipedia.org/wiki/Johnny_Morris_(businessman),mapping__94fb4a61b1e86c51a06e48df44fad4aa,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Johnny_Morris_(businessman),mapping__adce633de87e5d70ca29af0dcbd35bfb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Johnny_Morris_(businessman),mapping__f0766638863f85bfcedde36e2eb11bbb,NAMEVARIANT,"{""from"":""external""}"
mapping__https://en.wikipedia.org/wiki/Johnny_Morris_(businessman),mapping__fc5c1d8ff0ab0c2e6405a2b298c38a7b,NAMEVARIANT,"{""from"":""external""}"
mapping__Johnny Sjöström,mapping__https://en.wikipedia.org/wiki/SSAB,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Johnny Sjöström,mapping__ecbea4ad43b042e23d1fe8730ebf1a93,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Johnny Sjöström,mapping__e94f207d19258d195750689abea42ae9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Joji Tagawa,mapping__https://en.wikipedia.org/wiki/Nissan,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Joji Tagawa,mapping__cbc1b14c230711afcae3835b23811171,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Joji Tagawa,mapping__e5d216a57080096d2231d71e78a09f33,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Joji Tomiyama,mapping__https://en.wikipedia.org/wiki/Kintetsu_World_Express,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Joji Tomiyama,mapping__b3c80dd329f73b95e448fe69d4218f1a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Joji Tomiyama,mapping__b437800063e04a43867425473166b2af,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Joli Gross,mapping__https://en.wikipedia.org/wiki/United_Rentals,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Joli Gross,mapping__73d581006273648a0dcb0cf2f9ceccea,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Joli Gross,mapping__dbd52b7d208652a2946528c7079c98bb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Jon Butterworth,mapping__https://en.wikipedia.org/wiki/National_Grid_plc,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
