source_global_identifier,destination_global_identifier,rel_type,rel_properties$
mapping__Bharat Tewarie,mapping__https://en.wikipedia.org/wiki/UCB_(company),ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bharat Tewarie,mapping__d7a42f9c5406c2f42cce17074b76faf3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bharat Tewarie,mapping__f07af4034a341e733716c9faed89045b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhaskar Ghosh,mapping__https://en.wikipedia.org/wiki/Accenture,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bhaskar Ghosh,mapping__a98215d3b54977b3f5b5f840b7fee1ac,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhaskar Ghosh,mapping__aa9e03c12948b23b7c600f6018eeab09,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhaskar Pramanik,mapping__https://en.wikipedia.org/wiki/State_Bank_of_India,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bhaskar Pramanik,mapping__9c6d9a573f892efa5414613ef49dc002,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhaskar Pramanik,mapping__fd8d2026ab280c1dfba868369fea0789,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhavani Amirthalingam,mapping__https://en.wikipedia.org/wiki/Ameren,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bhavani Amirthalingam,mapping__07c0a363fd2e025870286288522dc7e8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhavani Amirthalingam,mapping__3098310b7f82d2ff67da4e33c069c947,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhavesh Patel,KP__bjfMtyCDjJmc6tgMbelxJB,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhavesh Patel,mapping__https://en.wikipedia.org/wiki/LyondellBasell,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Bhavesh Patel,mapping__3c67275831694afc4b4ebf443024f1bb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhavesh Patel,mapping__c0dd101db56912626cb21d5159254240,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__BHC Pinnacle Pointe Hospital,mapping__https://en.wikipedia.org/wiki/Universal_Health_Services,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__BHC Pinnacle Pointe Hospital,mapping__41d46b5e6eae8fac30c2fe2292ba1434,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__BHC Pinnacle Pointe Hospital,mapping__6272ba99eb9e99c6b11afbb13ffd437d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bheki Khumalo,KP__472ca31ec611966ca9911192c235a85d,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bheki Khumalo,mapping__7d5f1dc27cdf677ad330c00ddcab5448,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bheki Khumalo,mapping__3a342eeb1838951a88a41154407b8068,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhupender Singh,mapping__https://en.wikipedia.org/wiki/Teleperformance,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bhupender Singh,mapping__b57d7c4109c5a065955749471afb373e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bhupender Singh,mapping__772226c46280fb78f3acd1d2edd1fa94,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__UNKNOWN,KP__42585b68e0557030e1838ca205e3b6cb,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bian Chen,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bian Chen,mapping__c0653ddf29fe85e3eb7bf3a4f900131d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bian Chen,mapping__a1e733b5e0786fcc406c4871621ecc9e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bian Jiajun,mapping__https://en.wikipedia.org/wiki/Shanghai_Construction_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bian Jiajun,mapping__601eba67bc59cc1f7bcf97bd40e91998,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bian Jiajun,mapping__c164d414218a1659de1b4d9c003d33a5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bidvest_Group,KP__66bda79fa8593e0db2b97b28432c81aa,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bidvest_Insurance,mapping__https://en.wikipedia.org/wiki/Bidvest_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__https://en.wikipedia.org/wiki/Bidvest_Insurance,mapping__44c0386cbf0decb7d6ecf17c2f589a95,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bidvest_Insurance,mapping__e9316d7602b1a9dc8cf5df93608c71a3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bidvest Namibia,mapping__https://en.wikipedia.org/wiki/Bidvest_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bidvest Namibia,mapping__bd0d56ba4718ca0da0f5a234a9cc3813,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bidvest Namibia,mapping__3aef00e41ac80fb5b31625436d7b69e7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bidvest Protea Coin,mapping__https://en.wikipedia.org/wiki/Bidvest_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bidvest Protea Coin,mapping__61e182cafbcbeef12dc6029b8c4d92bc,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bidvest Protea Coin,mapping__fd3e35704b527fb08b9ca5f2a92fabff,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bihong Peng,mapping__https://en.wikipedia.org/wiki/China_Communications_Construction_Company,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bihong Peng,mapping__9ec571fcb8067d93619cfaa5dfd72ff6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bihong Peng,mapping__53a5976b9886bef5d87ad5c0412d79d5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bilal_Ekşi,mapping__https://en.wikipedia.org/wiki/Turkish_Airlines,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__https://en.wikipedia.org/wiki/Bilal_Ekşi,mapping__78707d095169f74c727d87b00663d3b9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Bilal_Ekşi,mapping__fe6e88d8081c7e98fd321d5e350b3897,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bilgehan Anlas,mapping__https://en.wikipedia.org/wiki/Japan_Tobacco,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bilgehan Anlas,mapping__a1957aac5c273eb5c52f9910d884d189,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bilgehan Anlas,mapping__5eff8ef4903783c6a8a2022b62167aac,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Anderson,mapping__https://en.wikipedia.org/wiki/Roche,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Anderson,mapping__a34d7734fe24cffe3f307b0254bd5930,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Anderson,mapping__6b488c90f5cd3c1d7461b02dd2bd454c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Beistline,KP__8d760acc2f2ca23799ba4cfa23a3fe45,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Beistline,mapping__e4703f6c16bf0ea5157f5cbadce35074,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Beistline,mapping__a1161b3e3e885aa14a6b4f6cde55bdc0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Bohstedt,mapping__https://en.wikipedia.org/wiki/Arthur_J._Gallagher_&_Co.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Bohstedt,mapping__bd9df8f5f49deef558b3f77cac1a5f58,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Bohstedt,mapping__3480f0fb23f4d3d2ab25521d799dc59c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/C&S_Wholesale_Grocers,KP__6d8c24d4d5b4454462cdc73d09fc2f36,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Boyd,mapping__https://en.wikipedia.org/wiki/C&S_Wholesale_Grocers,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Boyd,mapping__a2b4c730f3f6505baac5c36302bc577f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Boyd,mapping__c268a4ec0e74780e6f60c0b4814b4cba,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__UNKNOWN,KP__f92268dd142806c09d9206c26739a235,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Braman,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Braman,mapping__5097b6d9cfb8936f18d4e41d2a509117,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Braman,mapping__1748d9734cd223de82288c51fa39b637,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Brown,KP__0cbc1ddc45aeb20fef919b6623d77cc8,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Bill Brown,mapping__fd766f9000b710ee53f5a29da6b6063d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Brown,mapping__9cfd0149421a2c9e734f8825cd660189,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Brundage,KP__1a51d84f3a396cdf5b28cd055a95825c,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Brundage,mapping__1451930ac09482cc54457b9d3a42cc5b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Brundage,mapping__8b08d7eceb3e171078e4b3d8b20dbc87,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Campbell,mapping__https://en.wikipedia.org/wiki/CSL_Limited,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Campbell,mapping__94d3b25a20ae1e623170cebead69a7e9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Campbell,mapping__b684586bc6bc61d4a97bbafe4866cb5f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Chang,mapping__https://en.wikipedia.org/wiki/Singtel,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Chang,mapping__0f24d2bcb405c989835d19e4953f4c92,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Chang,mapping__da8bb8c1c418d9e809e88217ca8fea87,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Arch_Capital_Group,KP__393c3080bf18b12408546170e7d29377,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Hitter,mapping__https://en.wikipedia.org/wiki/Arch_Capital_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Hitter,mapping__f9660fcfba319c698fa727c1b7c8cc5b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Hitter,mapping__79ea73315856264997e69e70b690370e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Mezzanotte,mapping__https://en.wikipedia.org/wiki/CSL_Limited,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Mezzanotte,mapping__dd8bfd9c58a488735b914f20ab257923,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Mezzanotte,mapping__60ff90678861148790b118c1f1ef7816,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Ruh,mapping__https://en.wikipedia.org/wiki/Magna_International,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Ruh,mapping__bf2f1c390303ee6eb1c61c443714646f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Ruh,mapping__f86b77f790d0d2f3faf9460f34e63c98,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Swift,mapping__https://en.wikipedia.org/wiki/Nomura_Research_Institute,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Swift,mapping__d9acbf0ff170deed60f8211187db9124,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Swift,mapping__a03184086ed54e0ad46fed60b91540d9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill W. Wheat,mapping__https://en.wikipedia.org/wiki/D._R._Horton,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill W. Wheat,mapping__268da572d2fb54d093180b240a11c046,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill W. Wheat,mapping__714b927b66b3a82df0da94f1601659ec,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Young,mapping__https://en.wikipedia.org/wiki/Magna_International,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Young,mapping__28714032f0b7ae7e1952092d4b3599f7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Young,mapping__f9d1284cd7c140cb2aadb3cd365bdb90,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Z. Foster,mapping__https://en.wikipedia.org/wiki/Carrier_Global,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bill Z. Foster,mapping__8ee0c39fbfcbd8aaa20633e9aef334a9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bill Z. Foster,mapping__26cd8b4c4fb324adaf63af06ced029b3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Billy Milam,KP__999203582d891279bcd2688b0d049720,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Billy Milam,mapping__7cd80307198e0a66b3578c7838fa531f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Billy Milam,mapping__4d520feb9c008eb21742cce31448faa1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bin Liu,mapping__https://en.wikipedia.org/wiki/TCL_Technology,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bin Liu,mapping__c7ce8d8c2a8868416f8f08b186a17b4c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bin Liu,mapping__b6c7d0e60339411baea37b027585658b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bin Wang,mapping__https://en.wikipedia.org/wiki/China_Life_Insurance_Company,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bin Wang,mapping__cd78e8837fa24404d4e09116923b7e25,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bin Wang,mapping__21560437d60bdc91cfadab8e3d82e557,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bin Wu,mapping__https://en.wikipedia.org/wiki/Anhui_Conch_Cement,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bin Wu,mapping__7318056e606e2cd834dab74b0317def8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bin Wu,mapping__ad81e2502a6f4e9d6914442ebe52be29,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bin Zhou,KP__6f15b4d603c68df4d020c7433b3dc3e5,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bin Zhou,mapping__d91f8df1a1762945b84915236e339cc5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bin Zhou,mapping__23a6ac00c3a0bce645af2d1f82bf76c2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Binay Dayal,mapping__https://en.wikipedia.org/wiki/Coal_India,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Binay Dayal,mapping__a0da3f181c83b8888df03e2926a49730,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Binay Dayal,mapping__980cc09a4d0a5c503c24923a431b2cc1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bing Chen,KP__Y4mYwj341WvcOgydp0w12Y,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Atlas_Corporation,KP__45ceab948506febf71eb7acc24870e16,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bing Chen,mapping__https://en.wikipedia.org/wiki/Atlas_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Bing Chen,mapping__c5b51dd1912b74f679137ce37b90beb4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bing Chen,mapping__d9b8312b85f99da3e83e788502182cc9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bing Zhu Yan,mapping__https://en.wikipedia.org/wiki/Bank_of_Beijing,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bing Zhu Yan,mapping__1905f7cd548a9ace1a4d9600c3d5e335,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bing Zhu Yan,mapping__c5c7e3d7c0725319f5226220b29f14b9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Beacon_Building_Products,KP__ec003d3ab6e1c2b9e1c8156920cf824a,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Binit Sanghvi,mapping__https://en.wikipedia.org/wiki/Beacon_Building_Products,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Binit Sanghvi,mapping__903f6442a61df54c124c42430690f9ed,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Binit Sanghvi,mapping__224f60b8d903caca467fd27dd9e2148a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Birgit Bohle,mapping__https://en.wikipedia.org/wiki/Deutsche_Telekom,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Birgit Bohle,mapping__c3b8f9b95652fc25cbfe97a0975100fd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Birgit Bohle,mapping__c10cd2be6dd20238534b5cb8219e7f9e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Birgit Helten-Kindlein,KP__AktG2sPCzymav0AduhTXfj,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Birgit Helten-Kindlein,mapping__https://en.wikipedia.org/wiki/Henkel,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Birgit Helten-Kindlein,mapping__7b09389cdec6828518f48df38d00fba2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Birgit Helten-Kindlein,mapping__1812cefa804bc20a4d4928c1d0b4f110,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Birgitte Vartdal,mapping__https://en.wikipedia.org/wiki/Yara_International,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Birgitte Vartdal,mapping__3cf2f83de0c01ddd322a12caf0a28094,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Birgitte Vartdal,mapping__8b5c57581ce4adf3d6a983f3021ac588,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bjorn Bauer,mapping__https://en.wikipedia.org/wiki/RTL_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bjorn Bauer,mapping__a52469a9bed84bd5fd65444d0c26b600,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bjorn Bauer,mapping__72bcd17264e128cb721736924ff1748e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bjorn Raasteen,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bjorn Raasteen,mapping__6f39ff17c61f274dbd6824effd970c3a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bjorn Raasteen,mapping__4661acbbda3940b3d7efa9847466dc37,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blaine R. Dart,mapping__https://en.wikipedia.org/wiki/Zimmer_Biomet,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Blaine R. Dart,mapping__f1dfdd7f24190627334dca5d3b086a64,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blaine R. Dart,mapping__f72d740abbb583bb6ed880c18f81ce79,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blair Illingworth,mapping__https://en.wikipedia.org/wiki/Travis_Perkins,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Blair Illingworth,mapping__6e1a1824f72bde8aa86d7982f645d6c9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blair Illingworth,mapping__8c1b0cb0936abd19ae03e272dd2d4ba9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blair Todt,KP__176cf31e0a283f3e9532f5ba9aaed770,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Blair Todt,mapping__65a43ddeb3a91af43dc7b8bb80bbbc10,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blair Todt,mapping__abecd4ae9a5cea54e87145c2966a59ed,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blake Moret,KP__YuMeblhomqOaWngpPiWWvR,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blake Moret,mapping__https://en.wikipedia.org/wiki/Rockwell_Automation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Blake Moret,mapping__f3a7a5d673e355c44ef491cc409e77ca,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blake Moret,mapping__b1f4b6c23f703a683a4281b86d784c63,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blythe Masters,mapping__https://en.wikipedia.org/wiki/Maersk,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Blythe Masters,mapping__11637268176eafeff7147a7aef4665f8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Blythe Masters,mapping__e15042a5984c0eb8d64811e969159af6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Dou,KP__8f4aa4a3ba61dfb4b6c7d3057177006b,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bo Dou,mapping__2d6282d6b4c583dee88dd9642423bcf2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Dou,mapping__af1299c8702b4ea093f2e00b1b350637,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Gao,KP__49aa493c17c822226bf64bcca438ac6c,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bo Gao,mapping__450b969f5434beb480691801bc20b3fb,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Gao,mapping__15ee446aa24c2f10067ff9ba9a8ed9e9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__UNKNOWN,KP__f72d43876d9c32865cdd683675cc28e3,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Jin,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bo Jin,mapping__f120ed808e5dc1391783887fc38e012d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Jin,mapping__9d22328e44b51408e60d23a9a3f40cee,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Rong Shi,KP__ba0d41c13974ab2cc1cd62e197670030,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
